country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-12,-74,-54,-74,NA,-25,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-13,-66,-52,-89,NA,-15,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-14,-63,-47,-86,NA,-14,13
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-15,-57,-43,-74,NA,-13,13
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-16,-54,-35,-79,NA,-14,14
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-17,-61,-35,-80,NA,-12,13
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-18,-87,-82,-83,NA,-36,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-19,-85,-81,-79,NA,-28,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-20,-59,-41,-82,NA,-11,14
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-21,-59,-43,-80,NA,-12,12
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-22,-54,-43,-68,NA,-12,13
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-23,-47,-36,-70,NA,-12,14
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-24,-59,-43,-74,NA,-7,14
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-25,-68,-49,-79,NA,-14,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-26,-78,-63,-81,NA,-24,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-27,-58,-46,-80,NA,-12,14
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-15,2,NA,NA,NA,6,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-17,0,NA,NA,NA,25,-3
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-18,1,NA,NA,NA,24,-1
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-19,-4,NA,NA,NA,28,-2
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-20,-1,NA,NA,NA,26,-2
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-21,4,NA,NA,NA,31,-4
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-22,-1,NA,NA,NA,0,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-24,-55,NA,NA,NA,-58,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-25,NA,NA,NA,NA,-42,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-26,-3,NA,NA,NA,19,-1
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-27,4,NA,NA,NA,27,-1
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-28,10,NA,NA,NA,31,-3
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-29,-1,NA,NA,NA,6,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-02,6,NA,NA,NA,31,-3
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-03,1,NA,NA,NA,34,-2
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-04,4,NA,NA,NA,31,-3
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-05,6,NA,NA,NA,31,-3
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-06,13,NA,NA,NA,35,-4
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-07,29,NA,NA,NA,5,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-09,7,NA,NA,NA,26,-3
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-10,10,NA,NA,NA,32,-4
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-11,7,NA,NA,NA,29,-4
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-12,2,NA,NA,NA,29,-4
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-13,1,NA,NA,NA,31,-3
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-14,5,NA,NA,NA,3,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-16,-6,NA,NA,NA,29,-2
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-17,-1,NA,NA,NA,22,-2
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-18,NA,NA,NA,NA,4,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-19,-71,NA,NA,NA,-40,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-20,-75,NA,NA,NA,-46,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-21,-82,NA,NA,NA,-44,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-23,NA,NA,NA,NA,-61,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-24,-83,NA,NA,NA,-61,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-25,-80,NA,NA,NA,-55,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-26,-77,NA,NA,NA,-54,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-27,-74,NA,NA,NA,-49,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-28,-74,NA,NA,NA,-42,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-30,NA,NA,NA,NA,-37,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-31,NA,NA,NA,NA,-35,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-01,NA,NA,NA,NA,-31,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-02,NA,NA,NA,NA,-28,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-03,-45,NA,NA,NA,-26,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-04,-59,NA,NA,NA,-31,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-06,NA,NA,NA,NA,-17,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-07,NA,NA,NA,NA,-16,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-08,-31,NA,NA,NA,-14,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-09,NA,NA,NA,NA,-20,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-10,-80,NA,NA,NA,-78,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-11,NA,NA,NA,NA,-19,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-13,NA,NA,NA,NA,-13,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-14,NA,NA,NA,NA,-12,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-15,-26,NA,NA,NA,-12,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-16,NA,NA,NA,NA,-12,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-17,-37,NA,NA,NA,-6,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-18,NA,NA,NA,NA,-10,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-20,NA,NA,NA,NA,-12,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-21,NA,NA,NA,NA,-58,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-22,NA,NA,NA,NA,-5,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-23,-21,NA,NA,NA,-9,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-24,-22,NA,NA,NA,-4,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-25,-34,NA,NA,NA,-6,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-26,-41,NA,NA,NA,NA,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-27,-19,NA,NA,NA,-7,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-28,NA,NA,NA,NA,-3,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-29,-21,NA,NA,NA,-3,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-30,-11,NA,NA,NA,-7,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-01,-66,NA,NA,NA,-65,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-02,-19,NA,NA,NA,-15,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-03,-35,NA,NA,NA,NA,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-04,NA,NA,NA,NA,-2,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-05,-13,NA,NA,NA,-2,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-06,NA,NA,NA,NA,0,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-07,1,NA,NA,NA,-2,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-08,5,NA,NA,NA,4,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-09,18,NA,NA,NA,6,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-11,-5,NA,NA,NA,2,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-12,-5,NA,NA,NA,2,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-13,NA,NA,NA,NA,-3,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-14,-14,NA,NA,NA,0,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-15,-16,NA,NA,NA,3,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-16,-21,NA,NA,NA,1,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-17,-31,NA,NA,NA,NA,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-18,-6,NA,NA,NA,0,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-19,-10,NA,NA,NA,-1,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-20,-22,NA,NA,NA,-3,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-21,-16,NA,NA,NA,-5,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-22,NA,NA,NA,NA,0,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-23,-28,NA,NA,NA,-5,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-24,-35,NA,NA,NA,NA,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-25,NA,NA,NA,NA,-2,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-26,-14,NA,NA,NA,-5,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-27,-19,NA,NA,NA,1,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-28,-17,NA,NA,NA,1,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-29,-14,NA,NA,NA,3,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-30,-18,NA,NA,NA,6,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-31,-37,NA,NA,NA,NA,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-01,NA,NA,NA,NA,4,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-02,-8,NA,NA,NA,7,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-03,-10,NA,NA,NA,2,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-04,-9,NA,NA,NA,1,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-05,-8,NA,NA,NA,3,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-06,3,NA,NA,NA,3,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-08,NA,NA,NA,NA,1,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-09,-11,NA,NA,NA,3,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-10,NA,NA,NA,NA,5,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-11,-65,NA,NA,NA,-56,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-12,21,NA,NA,NA,-2,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-13,-14,NA,NA,NA,6,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-14,-31,NA,NA,NA,18,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-15,NA,NA,NA,NA,5,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-16,-7,NA,NA,NA,5,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-17,-9,NA,NA,NA,6,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-18,-16,NA,NA,NA,3,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-19,-6,NA,NA,NA,8,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-20,-10,NA,NA,NA,10,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-21,NA,NA,NA,NA,19,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-22,-1,NA,NA,NA,3,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-23,-12,NA,NA,NA,5,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-24,-13,NA,NA,NA,3,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-25,-12,NA,NA,NA,1,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-26,-6,NA,NA,NA,7,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-27,-23,NA,NA,NA,9,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-28,-35,NA,NA,NA,9,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-29,NA,NA,NA,NA,4,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-30,NA,NA,NA,NA,-3,-12
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-01,NA,NA,NA,NA,-14,-20
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-02,-17,NA,NA,NA,-1,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-03,-10,NA,NA,NA,6,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-04,-7,NA,NA,NA,0,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-05,-26,NA,NA,NA,4,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-06,NA,NA,NA,NA,-1,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-07,NA,NA,NA,NA,-2,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-08,NA,NA,NA,NA,2,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-09,-14,NA,NA,NA,-1,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-10,-10,NA,NA,NA,5,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-11,NA,NA,NA,NA,-1,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-12,-31,NA,NA,NA,6,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-13,NA,NA,NA,NA,1,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-14,NA,NA,NA,NA,1,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-15,NA,NA,NA,NA,1,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-16,NA,NA,NA,NA,0,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-17,-11,NA,NA,NA,5,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-18,NA,NA,NA,NA,0,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-19,NA,NA,NA,NA,7,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-20,NA,NA,NA,NA,2,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-21,NA,NA,NA,NA,1,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-22,NA,NA,NA,NA,2,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-23,NA,NA,NA,NA,0,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-24,-20,NA,NA,NA,7,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-25,-26,NA,NA,NA,2,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-26,NA,NA,NA,NA,0,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-27,NA,NA,NA,NA,1,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-08,NA,NA,NA,NA,13,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-09,NA,NA,NA,NA,12,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-10,NA,NA,NA,NA,13,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-11,NA,NA,NA,NA,-52,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-12,NA,NA,NA,NA,13,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-15,NA,NA,NA,NA,10,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-16,NA,NA,NA,NA,12,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-17,NA,NA,NA,NA,17,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-18,NA,NA,NA,NA,11,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-19,NA,NA,NA,NA,20,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-22,NA,NA,NA,NA,8,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-23,NA,NA,NA,NA,10,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-24,NA,NA,NA,NA,7,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-25,NA,NA,NA,NA,7,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-26,NA,NA,NA,NA,13,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-29,NA,NA,NA,NA,2,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-30,NA,NA,NA,NA,2,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-01,NA,NA,NA,NA,-2,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-02,NA,NA,NA,NA,0,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-03,NA,NA,NA,NA,11,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-06,NA,NA,NA,NA,5,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-07,NA,NA,NA,NA,-1,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-08,NA,NA,NA,NA,4,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-09,NA,NA,NA,NA,5,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-10,NA,NA,NA,NA,16,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-13,NA,NA,NA,NA,3,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-14,NA,NA,NA,NA,3,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-15,NA,NA,NA,NA,9,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-16,NA,NA,NA,NA,2,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-17,NA,NA,NA,NA,10,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-20,NA,NA,NA,NA,-3,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-21,NA,NA,NA,NA,1,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-22,NA,NA,NA,NA,4,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-23,NA,NA,NA,NA,-3,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-24,NA,NA,NA,NA,6,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-27,NA,NA,NA,NA,-37,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-15,-20,-25,-34,NA,NA,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-16,-20,-31,-34,NA,NA,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-17,NA,-35,-64,NA,21,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-18,-20,-38,-55,NA,22,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-19,NA,NA,-43,NA,30,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-20,-7,NA,NA,NA,26,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-21,-20,-29,-49,NA,22,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-22,-7,-9,-24,NA,-3,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-23,10,12,-16,NA,NA,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-24,NA,NA,NA,NA,-48,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-25,NA,-9,39,NA,-52,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-26,NA,NA,-53,NA,13,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-27,-15,NA,-39,NA,29,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-28,-35,-48,-61,NA,22,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-29,-37,-53,-55,NA,NA,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-01,-41,-60,-59,NA,NA,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-02,-27,-47,-77,NA,28,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-03,-36,-47,-74,NA,26,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-04,NA,NA,-49,NA,34,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-05,-23,NA,-45,NA,34,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-06,-35,-51,-72,NA,31,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-07,-40,-53,-65,NA,NA,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-08,-42,-62,-62,NA,NA,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-09,NA,-47,-66,NA,26,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-10,-28,-41,-62,NA,26,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-11,NA,NA,-54,NA,31,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-12,-13,NA,-39,NA,32,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-13,-38,-47,-62,NA,22,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-14,-33,-42,-45,NA,NA,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-15,-30,-50,-33,NA,NA,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-16,NA,-47,NA,NA,22,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-17,NA,-44,NA,NA,14,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-18,NA,NA,-62,NA,-3,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-19,NA,NA,-44,NA,-34,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-20,-78,-68,-79,NA,-48,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-21,-88,-80,-90,NA,-51,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-22,-92,-87,-93,NA,-58,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-23,NA,-66,-79,NA,-63,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-24,-76,-66,NA,NA,-65,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-25,NA,NA,-51,NA,-58,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-26,NA,NA,-52,NA,-57,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-27,-76,-69,-77,NA,-55,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-28,-81,-72,-80,NA,-37,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-29,-88,-83,-86,NA,NA,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-30,NA,-56,-69,NA,-44,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-31,NA,-53,-60,NA,-43,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-01,NA,NA,-57,NA,-35,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-02,NA,NA,-60,NA,-34,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-03,-62,-61,-80,NA,-34,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-04,-73,-68,-80,NA,-47,NA
